,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,position
12,12,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,125,0,0,0.0,0.0,2023-11-25T15:00:00Z,0,8,0,0,0,0,13,0,3105,0,1,2,0.0,0,-69,51,120,47,True,0,3
13,13,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,133,0,0,0.0,0.0,2023-12-02T15:00:00Z,0,4,0,0,0,0,14,0,3078,0,1,3,0.0,0,-42,37,79,47,False,0,3
14,14,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,146,0,0,0.0,0.0,2023-12-05T20:15:00Z,0,1,0,0,0,0,15,0,3073,0,4,3,0.0,0,-14,26,40,47,True,0,3
15,15,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,156,0,0,0.0,0.0,2023-12-10T14:00:00Z,0,13,0,0,0,0,16,0,3038,0,2,1,0.0,0,-49,25,74,47,True,0,3
16,16,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,15,0,0,0,0,18,0,2975,0,0,1,0.0,0,-45,22,67,47,True,0,3
17,17,0,0,0,0,0.0,317,0.0,0.0,0.0,0.0,190,0,0,0.0,0.0,2023-12-26T15:00:00Z,0,17,0,0,0,0,19,0,2973,0,3,2,0.0,0,-18,32,50,47,False,0,3
18,18,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,194,0,0,0.0,0.0,2024-01-01T20:00:00Z,0,11,0,0,0,0,20,0,626712,0,2,4,0.0,0,-27271,123,27394,54,False,0,3
19,19,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,189,0,0,0.0,0.0,2023-12-26T12:30:00Z,0,16,0,0,0,0,19,0,653822,0,3,1,0.0,0,-26136,185,26321,54,True,0,3
20,20,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,175,0,0,0.0,0.0,2023-12-23T15:00:00Z,0,12,0,0,0,0,18,0,677464,0,0,1,0.0,0,-49274,304,49578,54,False,0,3
21,21,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,168,0,0,0.0,0.0,2023-12-16T15:00:00Z,0,10,0,0,0,0,17,0,722906,0,0,3,0.0,0,-105813,332,106145,54,True,0,3
22,22,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,159,0,0,0.0,0.0,2023-12-10T16:30:00Z,0,18,0,0,0,0,16,0,828729,0,1,4,0.0,0,-226122,963,227085,54,False,0,3
23,23,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,144,0,0,0.0,0.0,2023-12-07T19:30:00Z,0,9,0,0,0,0,15,0,1054580,0,0,3,0.0,0,-183657,15274,198931,55,False,0,3
24,24,0,0,20,1,0.0,424,0.0,0.0,0.0,0.17,138,0,0,0.9,9.2,2023-12-02T20:00:00Z,85,14,0,0,0,0,14,1,1240921,1,0,1,0.0,6,30897,57320,26423,55,True,0,3
25,25,0,0,12,0,0.0,424,0.0,0.0,0.0,0.58,127,1,0,1.9,18.8,2023-11-25T15:00:00Z,90,7,0,0,0,0,13,3,1202398,1,1,4,0.0,3,8275,37090,28815,55,True,0,3
26,26,0,1,26,0,0.0,424,0.0,0.0,0.0,2.49,113,2,0,5.4,54.4,2023-11-11T17:30:00Z,90,3,0,0,0,0,12,8,1188274,1,0,2,0.0,4,19940,34832,14892,55,False,0,3
27,27,0,0,21,1,0.0,424,0.0,0.0,0.0,0.56,107,0,0,1.0,10.0,2023-11-04T17:30:00Z,90,1,0,0,0,0,11,1,1152400,1,0,1,0.0,6,-44249,7978,52227,55,True,0,3
28,28,0,0,17,0,0.0,424,0.0,0.0,0.0,0.98,100,2,0,2.9,29.2,2023-10-28T16:30:00Z,90,20,0,0,0,0,10,4,1196135,1,2,2,0.0,2,3585,31330,27745,55,False,0,3
29,29,0,0,27,1,0.0,424,0.0,0.0,0.0,1.21,87,0,0,2.1,21.4,2023-10-21T14:00:00Z,90,8,0,0,0,0,9,3,1186451,1,0,4,0.0,7,994,32652,31658,55,True,0,3
30,30,0,0,13,0,0.0,424,0.0,0.0,0.0,1.22,79,2,0,1.1,10.8,2023-10-08T13:00:00Z,90,19,0,0,0,0,8,1,1171525,1,2,2,0.0,1,6918,50379,43461,55,False,0,3
31,31,0,0,24,1,0.0,424,0.0,0.0,0.0,0.65,66,0,0,1.9,19.0,2023-09-30T14:00:00Z,90,6,0,0,0,0,7,2,1161763,1,0,2,0.0,6,35139,65482,30343,55,True,0,3
32,32,0,0,24,1,0.0,424,0.0,0.0,0.0,0.94,60,0,0,0.7,7.2,2023-09-24T15:30:00Z,90,17,0,0,0,0,6,1,1109732,1,8,0,0.0,6,80443,103307,22864,55,False,0,3
33,33,0,0,25,1,0.0,424,0.0,0.0,0.0,0.54,46,0,0,1.8,18.2,2023-09-16T16:30:00Z,90,4,0,0,0,0,5,2,1010984,1,0,1,0.0,6,-21713,33530,55243,55,True,0,3
34,34,0,0,13,0,0.0,424,0.0,0.0,0.0,1.42,33,3,0,1.9,18.8,2023-09-02T16:30:00Z,90,5,0,0,0,0,4,4,1012893,1,1,3,0.0,2,-13619,30736,44355,55,False,0,3
35,35,0,0,14,0,0.0,424,0.0,0.02,0.02,0.95,29,2,0,2.2,17.8,2023-08-27T15:30:00Z,90,11,0,0,0,0,3,2,1002039,1,2,1,4.0,1,-29799,24353,54152,55,True,0,3
36,36,0,0,14,0,0.0,424,0.0,0.0,0.0,1.09,16,1,0,2.9,28.8,2023-08-19T19:00:00Z,90,13,0,0,0,0,2,3,992891,1,0,1,0.0,3,-50380,21194,71574,55,False,0,3
